,total_sqft,bath,price,bhk
1456,1470.0,2.0,86.0,2
1464,1100.0,2.0,65.0,2
1468,1000.0,2.0,64.0,2
1473,1185.0,2.0,75.84,2
1476,1216.0,2.0,79.0,2
1481,1200.0,2.0,67.0,2
1488,1200.0,2.0,83.0,2
1496,1200.0,2.0,72.0,2
1499,1200.0,3.0,44.0,2
1500,1400.0,2.0,78.0,2
1504,1352.0,2.0,85.0,2
1505,1145.0,2.0,65.0,2
1509,1205.0,2.0,75.0,2
1514,1313.0,2.0,73.0,2
1524,1030.0,2.0,61.0,2
1527,1304.0,2.0,79.0,2
1531,1300.0,2.0,73.0,2
1532,1239.0,2.0,82.0,2
1533,1365.0,2.0,92.0,2
1536,1112.0,2.0,62.0,2
1540,1315.0,2.0,90.0,2
1541,1210.0,2.0,72.0,2
1546,1196.0,2.0,71.74,2
1547,1418.0,2.0,101.0,2
1548,1170.0,2.0,68.0,2
1551,1246.0,2.0,82.0,2
1557,920.0,2.0,63.0,2
1558,1600.0,2.0,110.0,2
1570,1311.0,2.0,78.0,2
1572,1170.0,2.0,71.0,2
1577,1043.0,2.0,65.0,2
1579,1352.5,2.0,93.865,2
1580,1100.0,2.0,75.0,2
1582,1152.0,2.0,69.0,2
1583,1299.0,2.0,82.0,2
1588,1124.0,3.0,80.0,2
1590,871.0,2.0,55.0,2
1592,1118.0,2.0,75.0,2
1593,1098.0,2.0,68.0,2
1595,1145.0,2.0,75.0,2
1598,823.0,2.0,50.63,2
1600,1100.0,2.0,70.0,2
1603,1090.0,3.0,44.0,2
1605,1375.0,2.0,80.0,2
1606,1180.0,2.0,65.0,2
1610,1200.0,2.0,80.0,2
1618,1190.0,2.0,67.0,2
1621,1655.0,2.0,97.65,2
1628,912.0,2.0,55.0,2
1631,918.0,2.0,63.2,2
1633,1100.0,2.0,61.0,2
1634,1300.0,2.0,80.0,2
1635,1140.0,2.0,75.2,2
1637,1230.0,2.0,85.0,2
1638,900.0,2.0,55.0,2
1640,1100.0,2.0,70.0,2
1641,1015.0,2.0,56.0,2
1642,1165.0,2.0,75.0,2
1643,1274.0,2.0,70.0,2
1651,1270.0,2.0,69.85,2
1657,900.0,2.0,56.0,2
1658,1350.0,2.0,91.0,2
1665,1400.0,2.0,100.0,2
1667,1225.0,2.0,67.38,2
1669,1320.0,2.0,95.0,2
1672,1128.0,2.0,65.35,2
1673,1452.19,2.0,100.0,2
1674,630.0,1.0,35.0,2
1679,1420.0,2.0,99.39,2
1687,1350.0,2.0,79.0,2
1688,1128.0,2.0,65.0,2
1689,1350.0,2.0,90.0,2
1692,1366.0,3.0,76.85,2
1693,1346.0,2.0,96.17,2
1699,1260.0,2.0,75.0,2
1705,1392.0,2.0,99.0,2
1706,1248.0,2.0,69.0,2
1711,1332.0,2.0,79.0,2
1719,1262.0,2.0,75.0,2
1723,989.0,2.0,60.0,2
1724,1300.0,2.0,85.0,2
1725,1045.0,2.0,60.0,2
1727,1260.0,2.0,75.0,2
1729,1385.0,2.0,83.09,2
1730,1149.0,2.0,75.0,2
1737,1178.0,2.0,73.0,2
1739,918.0,2.0,55.0,2
1747,1308.0,2.0,92.66,2
1749,1424.0,2.0,90.0,2
1757,1075.0,2.0,60.0,2
1763,1420.0,2.0,99.39,2
1764,1300.0,2.0,90.87,2
1765,1290.0,2.0,87.0,2
1772,1500.0,3.0,65.0,2
1777,1200.0,2.0,66.0,2
1787,1058.0,2.0,60.0,2
1799,940.0,2.0,56.8,2
1804,1392.0,2.0,98.0,2
1808,900.0,2.0,60.0,2
1810,1020.07,2.0,68.38,2
1814,1230.0,2.0,78.0,2
1815,1000.0,2.0,60.0,2
1821,1125.0,2.0,75.0,2
1822,1200.0,2.0,67.0,2
1825,1296.0,2.0,89.06,2
1827,1218.0,2.0,73.0,2
1829,920.0,2.0,65.0,2
1836,925.0,2.0,63.0,2
1840,1200.0,2.0,79.0,2
1841,1143.0,2.0,65.0,2
1845,1100.0,2.0,68.0,2
1847,717.0,2.0,49.475,2
1850,1174.0,2.0,74.0,2
1852,850.0,2.0,55.0,2
1856,1500.0,2.0,84.0,2
1866,1205.47,2.0,81.0,2
1878,1115.0,2.0,65.12,2
1881,1457.0,2.0,85.0,2
1886,1127.0,2.0,68.0,2
1888,1230.0,2.0,76.0,2
1894,1241.0,2.0,82.0,2
1895,1139.0,2.0,80.0,2
1896,1168.0,2.0,64.08,2
1898,1340.0,2.0,75.0,2
1899,985.0,2.0,63.0,2
1903,1128.0,2.0,68.0,2
1905,1327.0,2.0,85.0,2
1912,1269.0,2.0,75.0,2
1914,1208.0,2.0,70.0,2
1920,1300.0,2.0,79.0,2
1921,1137.0,2.0,63.0,2
1929,901.0,2.0,49.5,2
1935,1325.0,1.0,92.0,2
1939,1088.0,2.0,68.0,2
1940,1000.0,2.0,57.0,2
1946,1175.0,2.0,75.0,2
1947,975.0,2.0,55.0,2
1952,1280.0,2.0,76.0,2
1954,1320.0,2.0,92.0,2
1955,1190.0,2.0,75.0,2
1957,2400.0,2.0,160.0,2
1962,1150.0,2.0,75.0,2
1965,1263.0,2.0,78.0,2
1966,1299.0,2.0,85.0,2
1967,1330.0,2.0,78.0,2
1973,1197.0,2.0,79.0,2
1974,1132.0,2.0,79.28,2
1992,1050.0,2.0,72.0,2
2006,1255.0,2.0,74.0,2
2007,1296.0,2.0,72.0,2
2012,1140.0,2.0,65.0,2
2014,1200.0,3.0,46.14,2
2016,1200.0,2.0,70.0,2
2017,1255.0,2.0,80.0,2
2024,1000.0,2.0,58.0,2
2028,1075.0,2.0,60.0,2
2029,1000.0,2.0,65.3,2
2031,1280.0,2.0,75.0,2
2033,1350.0,2.0,86.0,2
2036,1212.0,3.0,42.0,2
2040,1260.0,2.0,70.0,2
2043,1185.0,2.0,85.0,2
2047,1195.0,2.0,70.0,2
2051,1352.0,2.0,75.0,2
2052,1152.0,2.0,65.0,2
2061,1175.0,2.0,82.5,2
2062,1150.0,2.0,70.0,2
2064,1007.0,2.0,65.0,2
2065,1016.0,2.0,58.0,2
2068,1070.0,2.0,60.0,2
2071,1210.0,2.0,75.0,2
2073,1251.0,2.0,88.73,2
2074,1128.0,2.0,65.5,2
2076,960.0,2.0,56.0,2
2078,1200.0,2.0,75.0,2
2080,1290.0,2.0,80.0,2
2082,1400.0,2.0,78.0,2
2083,1200.0,2.0,75.0,2
2084,700.0,2.0,40.0,2
2085,1178.0,2.0,78.0,2
2086,1274.0,2.0,81.0,2
2091,1097.0,2.0,65.0,2
2101,1182.0,2.0,82.5,2
2106,1171.0,2.0,75.0,2
2108,1250.0,2.0,72.0,2
2109,1340.0,2.0,77.0,2
2110,1355.0,2.0,75.0,2
2111,1150.0,2.0,65.0,2
2112,1270.0,2.0,78.0,2
2113,1109.0,2.0,63.0,2
2116,1125.0,2.0,65.0,2
2117,1320.0,2.0,79.5,2
2118,750.0,2.0,52.7,2
2125,1200.0,2.0,75.0,2
2126,1015.0,2.0,58.0,2
2128,1153.0,2.0,65.0,2
2129,2080.0,2.0,150.0,2
2130,1255.0,2.0,69.0,2
2131,1505.0,2.0,90.0,2
2132,975.0,2.0,63.0,2
2135,1308.0,2.0,83.0,2
2138,1152.0,2.0,65.75,2
2149,1150.0,2.0,77.0,2
2151,1036.0,2.0,59.46,2
2152,1400.0,2.0,80.0,2
2156,1405.0,2.0,84.5,2
2158,1174.0,2.0,78.0,2
2159,1155.0,2.0,72.0,2
2160,745.0,2.0,50.0,2
2164,1355.0,2.0,95.0,2
2169,1207.0,2.0,79.9,2
2171,1220.0,2.0,68.0,2
2172,1225.0,2.0,70.0,2
2174,1000.0,2.0,68.0,2
2175,1322.0,2.0,86.0,2
2177,1125.0,2.0,70.0,2
2179,1400.0,2.0,82.0,2
2180,1310.0,2.0,72.0,2
2187,1232.0,2.0,69.61,2
2188,1185.0,2.0,70.0,2
2196,1100.0,2.0,70.0,2
2206,1050.0,2.0,75.0,2
2209,1418.0,2.0,78.0,2
2210,1150.0,2.0,74.0,2
2211,1200.0,2.0,75.0,2
2212,1060.0,2.0,58.0,2
2217,1200.0,2.0,70.0,2
2222,1290.0,2.0,80.0,2
2231,1394.0,2.0,100.0,2
2232,1265.0,2.0,82.0,2
2236,1012.0,2.0,59.0,2
2241,1110.0,2.0,65.0,2
2245,1200.0,3.0,85.0,2
2246,1080.0,2.0,73.0,2
2247,1092.0,2.0,60.0,2
2248,1156.0,2.0,72.0,2
2250,1330.0,2.0,75.0,2
2262,1350.0,2.0,89.0,2
2268,1130.0,2.0,73.0,2
2269,950.0,2.0,60.0,2
2270,1020.0,2.0,57.0,2
2272,1600.0,3.0,88.0,2
2273,1280.0,2.0,75.0,2
2274,1257.0,2.0,69.0,2
2282,1216.0,2.0,84.0,2
2287,1365.0,3.0,60.0,2
2297,1085.0,2.0,70.0,2
2301,1169.0,2.0,64.0,2
2304,1000.0,2.0,60.0,2
2305,1000.0,2.0,60.0,2
2306,1165.0,2.0,75.0,2
2308,1220.0,2.0,80.0,2
2310,1130.0,2.0,78.0,2
2313,1199.0,2.0,85.0,2
2315,1200.0,2.0,78.0,2
2316,1255.0,2.0,79.0,2
2319,1358.0,2.0,81.0,2
2321,1132.0,2.0,67.9,2
2322,814.0,2.0,55.0,2
2326,1090.0,2.0,59.8,2
2327,965.0,2.0,67.0,2
2330,1197.0,2.0,79.0,2
2332,1400.0,2.0,80.0,2
2340,1340.0,2.0,77.0,2
2342,1205.0,2.0,70.0,2
2345,1051.0,2.0,60.0,2
2348,1210.0,2.0,76.0,2
2349,1351.0,2.0,77.0,2
2359,1098.0,2.0,74.0,2
2363,1046.0,2.0,75.0,2
2366,1000.0,3.0,60.0,2
2367,1174.0,2.0,75.0,2
2370,1314.0,2.0,78.0,2
2375,1067.0,2.0,60.0,2
2378,1366.0,2.0,83.0,2
2384,1205.0,2.0,75.0,2
2390,700.0,2.0,40.0,2
2392,1036.0,2.0,59.45,2
2397,1280.0,2.0,80.0,2
2404,1071.0,2.0,62.0,2
2406,1145.0,2.0,75.0,2
2407,950.0,2.0,55.0,2
2426,1100.0,2.0,70.0,2
2429,1060.0,2.0,65.0,2
2431,1300.0,2.0,75.0,2
2436,1483.0,2.0,98.0,2
2444,1210.0,2.0,74.0,2
2451,1275.0,2.0,87.0,2
2452,946.0,2.0,58.0,2
2454,1088.0,2.0,61.45,2
2458,1080.0,2.0,62.0,2
2460,1300.0,2.0,89.76,2
2461,1265.0,2.0,78.0,2
2467,1045.0,2.0,58.0,2
2468,1100.0,2.0,62.0,2
2473,830.0,2.0,60.0,2
2474,1009.0,2.0,56.0,2
2476,1500.0,2.0,88.0,2
2477,1363.0,2.0,79.0,2
2479,1200.0,2.0,67.0,2
2480,1575.0,2.0,90.0,2
2482,856.0,2.0,48.0,2
2484,1216.0,2.0,69.06,2
2489,1216.0,2.0,75.0,2
2490,1355.0,2.0,78.0,2
2491,957.0,2.0,53.0,2
2494,1115.0,2.0,61.0,2
2498,1341.0,2.0,75.76,2
2501,1255.0,2.0,77.0,2
2504,950.0,2.0,60.0,2
2505,1216.0,2.0,73.0,2
2520,1095.0,2.0,60.0,2
2535,1020.0,2.0,62.0,2
2536,600.0,2.0,35.0,2
2538,1210.0,2.0,83.0,2
2540,1210.0,2.0,85.0,2
2548,1175.0,2.0,69.0,2
2554,1194.0,2.0,71.64,2
2555,1108.0,2.0,67.15,2
2558,985.0,2.0,55.0,2
2559,982.0,2.0,55.0,2
2569,1085.0,2.0,64.0,2
2573,1150.0,2.0,69.0,2
2575,1198.0,2.0,82.0,2
2577,900.0,2.0,55.0,2
2578,1006.0,2.0,57.0,2
2579,1128.0,2.0,65.7,2
2581,1390.0,2.0,86.0,2
2594,1050.0,2.0,65.0,2
2596,1100.0,2.0,78.0,2
2599,1180.0,2.0,74.0,2
2601,1343.0,2.0,86.0,2
2602,1184.0,2.0,69.0,2
2606,1199.0,2.0,86.0,2
2607,1200.0,2.0,76.0,2
2611,1278.0,2.0,90.0,2
2612,1025.0,2.0,66.0,2
2617,900.0,2.0,65.0,2
2619,970.0,2.0,55.0,2
2634,1123.0,2.0,64.0,2
2635,1235.0,2.0,75.0,2
2638,1200.0,1.0,65.0,2
2643,1224.0,2.0,70.0,2
2647,1200.0,2.0,78.0,2
2648,1000.0,2.0,58.0,2
2649,1290.0,2.0,80.0,2
2666,1200.0,2.0,75.0,2
2670,1257.0,2.0,71.03,2
2672,1300.0,2.0,82.0,2
2683,700.0,2.0,43.0,2
2688,1322.0,2.0,75.0,2
2690,1414.0,2.0,84.18,2
2692,900.0,2.0,55.0,2
2694,990.0,2.0,58.0,2
2695,1088.0,2.0,62.0,2
2714,1210.0,2.0,75.0,2
2715,1126.0,2.0,69.0,2
2716,1276.0,2.0,75.0,2
2717,1216.0,2.0,83.0,2
2719,1162.0,2.0,65.0,2
2725,1216.0,2.0,80.0,2
2726,1274.0,2.0,81.0,2
2730,880.0,2.0,50.0,2
2731,900.0,2.0,50.0,2
2733,1330.0,2.0,93.0,2
2737,883.0,2.0,50.0,2
2745,1265.0,2.0,78.0,2
2749,905.0,2.0,50.0,2
2750,1290.0,2.0,73.0,2
2759,1355.0,3.0,76.0,2
2763,1305.0,2.0,75.0,2
2767,1232.0,2.0,89.0,2
2771,1216.0,2.0,75.0,2
2792,1205.0,2.0,70.0,2
2794,1200.0,2.0,75.0,2
2795,929.0,2.0,56.0,2
2802,1127.0,2.0,65.0,2
2805,1314.0,2.0,83.0,2
2808,1073.0,2.0,60.0,2
2814,1100.0,2.0,61.0,2
2817,934.0,2.0,55.0,2
2822,935.0,2.0,51.5,2
2823,1125.0,2.0,65.0,2
2824,1200.0,2.0,79.0,2
2827,1190.0,2.0,68.0,2
2829,1200.0,1.0,65.0,2
2835,975.0,2.0,65.0,2
2847,1220.0,2.0,88.0,2
2848,1281.0,2.0,87.0,2
2850,1237.0,2.0,73.0,2
2853,1186.0,2.0,65.0,2
2855,1056.0,2.0,68.0,2
2857,1190.0,2.0,70.0,2
2861,820.0,2.0,45.0,2
2864,1173.0,2.0,77.0,2
2869,1056.0,2.0,60.0,2
2870,1290.0,1.0,77.5,2
2873,1200.0,2.0,75.0,2
2875,1000.0,2.0,62.0,2
2885,1079.0,2.0,60.0,2
2889,957.0,2.0,52.5,2
2894,800.0,2.0,55.0,2
2898,1602.0,2.0,104.0,2
2899,1012.0,2.0,64.0,2
2900,1216.0,2.0,69.0,2
2908,1240.0,2.0,80.0,2
2914,1178.0,2.0,75.0,2
2916,900.0,2.0,55.0,2
2923,1000.0,2.0,61.0,2
2924,1140.0,2.0,70.93,2
2932,1200.0,2.0,80.0,2
2933,1020.0,2.0,60.0,2
2934,1200.0,2.0,80.0,2
2940,1198.0,2.0,86.26,2
2942,690.0,2.0,42.0,2
2943,1200.0,2.0,79.55,2
2948,1322.0,2.0,80.0,2
2949,1200.0,2.0,75.0,2
2951,1170.0,2.0,65.0,2
2953,1250.0,2.0,90.0,2
2954,1175.0,2.0,64.98,2
2957,960.0,2.0,58.0,2
2958,1210.0,2.0,74.0,2
2959,1230.0,2.0,70.0,2
2967,1181.0,2.0,75.0,2
2969,1027.0,2.0,60.0,2
2970,1000.0,2.0,60.0,2
2972,1200.0,2.0,85.0,2
2978,1232.0,2.0,87.0,2
2979,1230.0,2.0,79.0,2
2980,1076.0,2.0,67.0,2
2984,1175.0,2.0,79.0,2
2989,1112.0,2.0,68.0,2
2990,1136.0,2.0,64.5,2
2991,914.0,2.0,55.0,2
2995,1485.0,2.0,96.51,2
3000,1158.0,2.0,75.0,2
3003,1200.0,2.0,67.0,2
3007,1210.0,2.0,80.0,2
3010,1163.0,2.0,65.0,2
3015,1230.0,2.0,75.0,2
3016,1339.0,2.0,85.0,2
3018,2400.0,2.0,135.0,2
3021,1170.0,2.0,75.0,2
3024,1089.0,2.0,60.0,2
3026,1093.0,2.0,68.1,2
3028,1305.0,2.0,78.0,2
3033,1022.0,2.0,57.0,2
3036,1350.0,3.0,55.0,2
3037,1200.0,2.0,76.0,2
3040,1275.0,2.0,73.0,2
3046,790.0,2.0,49.5,2
3047,1250.0,2.0,82.0,2
3053,1171.0,2.0,72.0,2
3054,1027.0,2.0,68.62,2
3056,1232.0,2.0,74.0,2
3058,1333.0,2.0,77.27,2
3059,940.0,2.0,54.0,2
3061,1050.0,2.0,70.0,2
3063,875.0,2.0,57.0,2
3070,1205.0,2.0,70.0,2
3081,1000.0,2.0,60.0,2
3082,1390.0,2.0,95.0,2
3083,1202.0,2.0,79.0,2
3084,1012.0,2.0,59.0,2
3085,1331.0,2.0,88.0,2
3086,1200.0,2.0,69.0,2
3087,1007.0,2.0,62.0,2
3090,1341.0,2.0,95.0,2
3091,992.0,2.0,60.0,2
3092,1163.0,2.0,68.0,2
3093,1229.0,2.0,70.0,2
3094,600.0,2.0,39.0,2
3106,1200.0,2.0,80.0,2
3116,1315.0,2.0,75.0,2
3117,1178.0,2.0,82.0,2
3118,1093.0,2.0,72.0,2
3120,1150.0,2.0,70.0,2
3121,1173.0,2.0,78.2,2
3126,1232.0,2.0,88.0,2
3130,1240.0,2.0,71.0,2
3131,1200.0,2.0,75.0,2
3140,1000.0,2.0,70.65,2
3145,1144.0,2.0,67.0,2
3147,1216.0,2.0,75.0,2
3148,1044.0,2.0,60.0,2
3149,1352.0,3.0,93.0,2
3161,1000.0,2.0,58.0,2
3170,1293.0,2.0,75.0,2
3172,1050.0,2.0,63.5,2
3176,1100.0,2.0,66.0,2
3190,1051.0,2.0,61.0,2
3191,1099.0,2.0,65.0,2
3193,1180.0,2.0,70.0,2
3203,1030.0,2.0,60.0,2
3208,1199.0,2.0,85.0,2
3209,1280.0,2.0,90.0,2
3217,1120.0,2.0,70.0,2
3222,1265.0,2.0,83.0,2
3228,1108.0,2.0,74.23,2
3232,1438.0,2.0,89.0,2
3233,1080.0,2.0,75.0,2
3234,1351.0,2.0,74.0,2
3235,984.0,2.0,55.0,2
3239,1296.0,2.0,89.0,2
3241,1100.0,2.0,68.0,2
3242,1244.0,3.0,48.0,2
3243,1040.0,2.0,68.59,2
3246,920.0,2.0,60.0,2
3247,1100.0,2.0,71.42,2
3248,1019.0,2.0,58.0,2
3249,1369.1,2.0,98.0,2
3254,1125.0,2.0,65.0,2
3258,1040.0,2.0,61.0,2
3261,1007.0,2.0,67.0,2
3269,1210.0,2.0,77.0,2
3271,1421.0,2.0,90.0,2
3276,1495.0,2.0,83.0,2
3277,1200.0,2.0,70.0,2
3279,1210.0,2.0,80.0,2
3287,1200.0,2.0,75.0,2
3291,1210.0,2.0,75.0,2
3298,1308.0,2.0,89.04,2
3299,1232.0,2.0,69.6,2
3304,1205.0,2.0,70.0,2
3306,965.0,2.0,56.0,2
3308,1216.0,2.0,67.0,2
3310,1195.0,2.0,73.0,2
3312,2260.0,3.0,80.0,2
3313,1007.0,2.0,66.0,2
3316,1400.0,2.0,85.0,2
3320,1310.0,2.0,85.0,2
3338,1253.0,2.0,81.5,2
3349,1200.0,3.0,45.0,2
3350,1222.0,2.0,80.0,2
3352,1295.0,2.0,78.5,2
3353,1197.0,2.0,82.0,2
3354,1000.0,2.0,62.0,2
3360,1350.0,2.0,90.0,2
3362,1215.0,2.0,68.0,2
3373,950.0,2.0,58.11,2
3378,1161.0,2.0,63.85,2
3382,1465.0,3.0,90.0,2
3383,1128.0,2.0,64.0,2
3384,1215.0,2.0,68.0,2
3387,1199.0,2.0,85.0,2
3389,1290.0,2.0,90.0,2
3390,1375.0,2.0,78.0,2
3391,985.0,2.0,57.0,2
3411,1149.0,2.0,65.0,2
3413,1330.0,2.0,77.0,2
3414,1200.0,2.0,68.0,2
3415,900.0,2.0,55.0,2
3420,1050.0,2.0,64.8,2
3422,1303.0,2.0,90.0,2
3425,1120.0,2.0,65.0,2
3426,1245.0,2.0,75.0,2
3428,1345.0,2.0,97.0,2
3435,1367.0,2.0,86.0,2
3442,1216.0,2.0,75.0,2
3443,1100.0,3.0,60.0,2
3449,1356.0,2.0,94.84,2
3452,1142.0,2.0,65.0,2
3458,1160.0,2.0,70.0,2
3466,1185.0,2.0,67.0,2
3469,1183.0,2.0,77.25,2
3486,1325.0,2.0,73.0,2
3492,1328.0,2.0,91.06,2
3493,1232.0,2.0,87.0,2
3498,1166.0,2.0,65.0,2
3502,1309.0,2.0,80.0,2
3503,940.0,2.0,56.0,2
3506,1200.0,1.0,81.0,2
3507,1267.0,2.0,90.33,2
3508,2480.0,2.0,160.0,2
3512,960.0,2.0,55.0,2
3513,1000.0,2.0,63.0,2
3524,1000.0,2.0,70.0,2
3533,1200.0,2.0,68.0,2
3534,1460.0,2.0,80.0,2
3535,965.0,2.0,56.0,2
3538,1204.0,2.0,82.0,2
3539,1056.0,2.0,65.0,2
3540,985.0,2.0,62.0,2
3552,1200.0,2.0,80.0,2
3554,973.0,2.0,56.0,2
3559,1150.0,2.0,69.44,2
3560,1057.0,2.0,65.0,2
3561,1320.0,2.0,91.0,2
3571,957.0,2.0,54.5,2
3572,1050.0,2.0,75.0,2
3575,1255.0,2.0,84.0,2
3576,1128.0,2.0,65.58,2
3581,1040.0,2.0,75.0,2
3582,2000.0,2.0,120.0,2
3584,1355.0,2.0,97.6,2
3591,1216.0,2.0,82.0,2
3592,900.0,2.0,65.0,2
3593,1100.0,2.0,65.0,2
3594,1495.0,3.0,88.0,2
3596,1063.0,2.0,61.17,2
3601,1130.0,2.0,74.0,2
3602,1407.0,2.0,83.87,2
3604,1200.0,2.0,67.0,2
3608,1200.0,2.0,86.0,2
3627,1145.0,2.0,75.0,2
3632,1250.0,2.0,75.0,2
3635,1216.0,2.0,75.0,2
3645,1050.0,2.0,65.0,2
3646,905.0,2.0,50.0,2
3647,1101.0,2.0,66.0,2
3650,1547.0,2.0,103.0,2
3654,1139.0,2.0,72.0,2
3657,1232.0,2.0,83.0,2
3658,1227.0,2.0,70.0,2
3659,1059.0,2.0,68.0,2
3662,1210.0,2.0,78.0,2
3663,1256.0,2.0,73.0,2
3664,883.0,2.0,49.0,2
3666,1200.0,2.0,75.0,2
3667,1310.0,2.0,80.43,2
3668,1174.0,2.0,75.0,2
3670,1128.0,2.0,65.4,2
3674,1000.0,2.0,55.0,2
3675,1300.0,2.0,78.0,2
3682,1215.0,2.0,68.0,2
3684,1100.0,2.0,70.0,2
3692,1225.0,2.0,71.05,2
3696,1409.0,2.0,95.0,2
3702,1216.0,2.0,84.03,2
3705,1240.0,2.0,70.0,2
3706,1101.0,2.0,66.0,2
3707,1216.0,2.0,72.5,2
3713,1336.0,2.0,86.0,2
3719,1163.0,2.0,64.08,2
3721,1115.0,2.0,78.0,2
3724,1445.0,2.0,82.0,2
3725,1259.0,2.0,69.45,2
3726,1000.0,2.0,60.0,2
3727,1180.0,2.0,70.0,2
3728,1464.0,3.0,56.0,2
3730,1050.0,2.0,68.0,2
3734,730.0,1.0,52.0,2
3736,700.0,2.0,41.0,2
3745,1197.0,2.0,78.0,2
3748,900.0,2.0,60.0,2
3753,1056.0,2.0,65.0,2
3756,1147.0,2.0,75.0,2
3757,1080.0,2.0,64.0,2
3759,1100.0,2.0,61.0,2
3760,1410.0,3.0,92.0,2
3768,1035.0,2.0,60.0,2
3769,1100.0,2.0,72.0,2
3771,1158.0,2.0,67.0,2
3772,1308.0,2.0,75.0,2
3777,1145.0,2.0,63.0,2
3779,1280.0,2.0,75.0,2
3781,1030.0,2.0,57.0,2
3782,1000.0,2.0,60.0,2
3784,960.0,2.0,55.0,2
3787,1080.0,2.0,60.0,2
3792,1250.0,2.0,79.0,2
3795,1260.0,2.0,71.195,2
3796,1343.0,2.0,75.0,2
3797,1047.0,2.0,72.0,2
3801,1165.0,2.0,64.08,2
3805,1200.0,2.0,68.0,2
3809,1424.0,2.0,80.0,2
3811,1290.0,2.0,89.9,2
3821,1169.0,2.0,75.0,2
3824,1214.0,2.0,67.0,2
3825,1386.0,2.0,85.0,2
3828,1210.0,2.0,69.0,2
3830,700.0,1.0,41.0,2
3831,1160.0,2.0,75.0,2
3839,1290.0,2.0,85.0,2
3844,1155.0,2.0,65.0,2
3849,1180.0,2.0,71.22,2
3856,1270.0,2.0,80.0,2
3857,1012.0,2.0,65.0,2
3859,933.0,2.0,55.0,2
3860,1148.0,2.0,69.0,2
3861,1350.0,2.0,88.0,2
3862,1200.0,2.0,75.0,2
3864,1210.0,2.0,80.0,2
3868,1320.0,2.0,90.0,2
3869,1216.0,2.0,80.0,2
3871,1183.0,2.0,77.3,2
3874,1230.0,2.0,68.0,2
3882,984.0,2.0,59.0,2
3883,1135.0,2.0,68.0,2
3886,1015.0,2.0,60.0,2
3887,1108.0,2.0,63.0,2
3892,1303.0,2.0,80.0,2
3894,1012.0,2.0,59.0,2
3899,1224.0,2.0,67.0,2
3904,1186.0,2.0,72.0,2
3906,905.0,2.0,65.0,2
3912,900.0,2.0,55.0,2
3915,1489.0,2.0,101.0,2
3918,1130.0,2.0,63.0,2
3919,1430.0,2.0,87.8,2
3923,1046.0,2.0,60.0,2
3934,1210.0,2.0,77.0,2
3935,1050.0,2.0,60.0,2
3937,1186.0,2.0,76.0,2
3939,1172.0,2.0,75.0,2
3944,1200.0,2.0,72.0,2
3945,1174.0,2.0,74.0,2
3946,1140.0,2.0,65.0,2
3955,1200.0,3.0,52.0,2
3959,1210.0,2.0,82.0,2
3964,1017.0,2.0,66.0,2
3965,1242.0,2.0,75.0,2
3972,1174.0,2.0,78.0,2
3975,1100.0,2.0,65.0,2
3979,1246.0,2.0,69.0,2
3982,991.0,2.0,64.0,2
3989,1216.0,2.0,73.0,2
3990,1059.0,2.0,62.0,2
3994,1163.0,2.0,68.0,2
3995,1265.0,2.0,72.0,2
3996,1009.0,2.0,65.0,2
3999,1360.0,2.0,77.61,2
4002,998.0,2.0,65.0,2
4003,1389.0,2.0,94.0,2
4004,1172.0,2.0,75.0,2
4007,1270.0,2.0,73.0,2
4012,1330.0,2.0,80.0,2
4028,1180.0,2.0,72.0,2
4029,1130.0,2.0,75.0,2
4030,1175.0,2.0,70.5,2
4032,1113.0,2.0,70.0,2
4034,1398.0,2.0,97.0,2
4035,1152.0,1.0,66.0,2
4042,1300.0,2.0,80.0,2
4043,1155.0,2.0,69.18,2
4045,1203.0,2.0,72.0,2
4060,1210.0,2.0,75.0,2
4063,1100.0,2.0,68.0,2
4065,1007.0,2.0,64.0,2
4068,1150.0,2.0,72.0,2
4070,700.0,2.0,40.0,2
4071,1200.0,1.0,70.0,2
4073,1200.0,3.0,70.0,2
4075,1130.0,2.0,68.0,2
4079,800.0,2.0,55.0,2
4082,1200.0,2.0,75.0,2
4086,1160.0,2.0,67.0,2
4092,1400.0,2.0,100.0,2
4094,1276.0,2.0,76.0,2
4096,1128.0,2.0,65.45,2
4098,1450.0,2.0,90.0,2
4103,1340.0,2.0,85.0,2
4106,925.0,2.0,55.0,2
4111,1144.0,2.0,65.0,2
4115,1073.0,2.0,72.0,2
4117,1216.0,2.0,66.88,2
4121,1180.0,2.0,77.0,2
4123,1314.0,2.0,84.0,2
4124,703.0,2.0,49.5,2
4128,1293.0,2.0,80.0,2
4130,1000.0,2.0,66.0,2
4137,1026.0,2.0,60.55,2
4139,975.0,2.0,60.0,2
4140,1210.0,2.0,77.93,2
4141,1225.0,2.0,68.0,2
4142,1290.0,2.0,80.04,2
4144,1361.0,2.0,79.0,2
4145,1394.0,2.0,85.0,2
4147,1420.0,2.0,99.39,2
4148,1167.0,2.0,64.08,2
4155,1100.0,2.0,68.0,2
4156,1350.0,2.0,85.0,2
4157,1500.0,2.0,90.0,2
4161,1025.0,2.0,60.0,2
4163,1012.0,2.0,58.0,2
4169,1340.0,2.0,75.0,2
4172,1098.0,2.0,71.0,2
4174,1019.0,2.0,62.0,2
4178,1392.0,2.0,95.0,2
4179,1225.0,2.0,77.0,2
